code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,order,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno-So (Yendouma, JH and DT)",Ibi-So (JH),Donno-So (JH),Tomo Kan (Segue),Tomo Kan (Diangassagou),,"Tommo So (Tongo Tongo, JH)","Tommo-So (Tongo Tongo, LM)","Dogul Dom (Bendiely, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)",Mombo JH,"Mombo (Songho, KP)","Ampari (Nando, JH)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,"Bangime (Bounou, SE/JH)","Bangime (Bounou, AH)",,HS Songhay,TSK Songhay,,species,synonymy,book p,comment,domain,specimens
flora,flowering,flore,fleurissant,200,5,Amaranthaceae,,,50038,,,2011,,herb sp.,plante herbacée sp.,,èyⁿ nóŋúm-nóŋèy,dòŋ-gòm-dò:rú,ólí:rì,pɛ̀rgɛ̀-kɔ̀rⁿî,,"dòŋ-nà:-dǒŋ (""adhere-mother-adhere"")",,dóŋ-ná:-dóŋù,,"ŋ̀kúrú káⁿ-kùrɔ̀ (""mouse's moustache"")",áy-[dɔ̀ŋ-nà:-dɔ̂ŋ],"ǎy dòŋò (""mouse's totem"")","ǎy nànàŋ (""mouse's .."")","ɲàʔàⁿ-sɛŋgɛ̀rɛ́ (""guinea-fowl-balanzan.fruit"")",ùwⁿɛ̀-dɛ́ŋgɛ̀yⁿ,,ǎy yògù-mà-yògù ,"ǎy yògù-mà-yògù (JH < Ramata/Z) (""mouse's burr""), ǎy yògù-mà-yògù gùnnɔ́ (""mouse's burr slave""; incorrect ID JH < Ramata), ","mún-mùn, áy mùn-mùn (""mouse-..."")",ǎy-dòŋgò-mà:-dóŋgó,áy-dòŋ-mà-dôŋ,nɔ̀gù-mà-nɔ́gù\\nɔ̀gì-mà-nɔ́gì (cf. nɔ́gí-yé 'get stuck'),nòŋgì-nà:-nóŋgì (Boui),swà: kólómbò,swà: kɔ́lɔ́mbɔ̀,"sìyàgé kòròmbò (""mouse-cramcram"")",,kòlmbò,"swà:-kólmbò (""mouse's cramcram"", also Celosia)",,"dòndándò (SE), bɛ̀nɛ́ n dìpó (JH 05)",,,dìgìlíy-à:,"fèy-dà:ní (""sheep-burrgrass"")",,Pupalia lappacea,,,burrs stick to clothing (like Cenchrus biflorus),plant,
flora,flowering,flore,fleurissant,200,5,Amaryllidaceae,,,50039,,,2011,,wild onion sp.,oignon sauvage sp.,,ɔ̀gùrù bɔ́sɔ́,bɔ̀:sɔ́,bɔ̀sɔ̌y,òndò-gáwâ,,"úrɔ́-lɔ́jù (""boundary-..."")",,ùró-lɔ́sù,,,ɔ̀ndǒy,xxx,"tàrá: jàbà (""hyena's onion"")","kùkwɛ̀ʔɛ̀ⁿ-twèbé (""navel-grows.alone"")",bìnì-bɔ̀ⁿjɔ̂: (also Pancratium),,òndò àná,"ɔ̀mɔ̀lɔ̀-òndó (""patas.monkey-Crinum""; incorrect ID, see Pancratium JH), òndó (JH < Ramata)",gànná,òndó,lɔ̀zú,"bɔ̀rɔ̀-pégá:\\bɔ̀rɔ̀-pɛ́gɛ́: (""garden-boundary.stones"")",kɛ́nú-sǐwⁿ ~  kɛ́ní-sǐwⁿ (Boui),,,,,xxx,"sùgú-yàgárà (""anus-itch"", because bitter to taste)",,ùŋɔ̀rkɛ̀ m pánjà (JH 05),,,,"wàlíyá-hàynì (""stork-millet"")",,Crinum ornatum,Crinum zeylanicum,,beautiful flowers,plant,
flora,flowering,flore,fleurissant,200,5,Amaryllidaceae,,,50040,,,2011,,wild onion sp.,oignon sauvage sp.,,,,"cɛ̀mìrⁿɛ̀-ɲɛ̀yⁿ sàndâ: (""porcupine-meal false"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pancratium tenuifolium (cf.),Pancratium hirtum,,"smaller than P. trianthum, one bulb per plant",plant,
flora,flowering,flore,fleurissant,200,5,Amaryllidaceae,,,50041,,,2011,,wild onion sp.,oignon sauvage sp.,,gàgà ɛ́ŋúnɛ́,jàsúm-jàsárà,"cɛ̀mìrⁿɛ-ɲɛ̌yⁿ (""porcupine-meal"")",áŋárⁿá-kǒ:sô,,"kà:ŋà-ɛ́:rɛ́ (""crow-peanut""), nɛ̀nɛ̀-[cɛ̀j-ú] (""tongue-cut-VblN"", bad-tasting)","ìsì-gâw, kàdùgà-sònî:","nɛ̀nɛ́-básá (""tongue pull"")",,ɔ̀gɔ̀-má:ɲú jɔ́wɔ́,ɔ̀ndǒy,"ìjú gàw (""dog's onion"")","tàrá: jàbà (""hyena's onion"")","kùkwɛ̀ʔɛ̀ⁿ-twèbé (""navel-grows.alone"")",bìnì-bɔ̀ⁿjɔ̂: (also Crinum),,òndó,"ɔ̀mɔ̀lɔ̀-òndó (""patas.monkey-Crinum"", ID JH < Ramata), òndó (JH < Z)","máɲìⁿ-sìyè, gànná",ìnjè-gǎw,ǹjɛ̀-gǎw,kàrmàkà:jí-ŋgó\\kàrmàkà:jí,nɛ̀:ndɛ̀-[bàlà-bálá] (Boui) (also Stylochiton),àmbɔ̀ŋgɔ́ ɲí:nà,àmbòŋgó ɲí:nà,kùmàní ɛ̀ntìyɛ̀,kùmàní éntíyè,xxx,"sùgú-yàgárà (""anus-itch"", because bitter to taste)",,gùmbɛ̀yáɣày (JH 05),,,àlwà:líy-à: héyn-ò,gǎnsà,,Pancratium trianthum,,,white flowers; may have 2+ bulbs per plant,plant,
flora,flowering,flore,fleurissant,200,5,Anacardiaceae,,,50042,,,2011,,cashew tree (planted),"anacardier, pommier cajou (arbre planté)",,,sɔ̂m,sɔ́mɔ̀,sɔ̀mɔ́,,"ànsà:rà-gǎ:ⁿ (""white.person-sycomore.fig""), sɔ̂m",sɔ̂m,sɔ́mɔ̀,,sɔ̀mɔ́,,sɔ̀:mɔ́,,sɔ̀mɔ́,sómò:,,sɔ̀mɔ́,sɔ̂m,sɔ̀:mɔ́,sɔ̀mɔ́,sɔ̀mɔ̀,"sɔ̂m-gò\\sɔ̂m (< Bam), tìmɔ̀: [[ɔ̀mɔ̀ bìndò-mbò]-nàlé] (""tree bearing inverted fruits"")",sɔ̀mɔ́ (Boui),sɔ̀:mɔ́ (for sɔ̀:mìnɛ́ see Aphania),sɔ̀:mùnɛ́,ɛ́mbɛ́-dámà,ɛ́mbɛ́ dámà,sɔ̀mɔ́,,,àtùbàkú mǎwrɛ̂: (JH 05),,,,sɔ̀mɔ̀nɔ́,,Anacardium occidentale,,A136,planted; fruits sucked (nuts not eaten),plant,
flora,flowering,flore,fleurissant,200,5,Anacardiaceae,,,50048,,,2011,,tree sp.,arbre sp.,,,,,,,,,,,,,,,"sàʔàtàrà pyènjè yà:má (""youth-..."")",sàgàtàrà pyánjâ:,,,,,,,,,,,àràmbúrú ɛ̀ntíyɛ̀,àràmbúrú éntíyɛ̀,,,,,,,,,,Heeria insignis,Ozoroa insignis var. latifolia,A151,Bounou specimen,plant,
flora,flowering,flore,fleurissant,200,5,Anacardiaceae,,,50043,,,2011,,tree sp.,arbre sp.,,,sà:mèndé,kùrò-sɔ́rⁿɔ́ (rare locally but a few near Walo),"kùrò sǎ:ndâ, sà:mèndé",,,,kìwɛ̀-símné,,,,,sà:mènděŋ,sà:ⁿ sùŋgùrú,sà:ⁿ súŋgùrû:,,sà:-mèndé,xxx[elicit],sà:mèndé,sàmèndé,sàmèndè,,,sáná-méndè,,sàná-màndè,,kúrɛ̀,sànà mìndò,,bèmbìríyí (JH 05),,,,kànà-mìsí,,Lannea acida,,A141,mainly Bandiagara area; long thin pointed leaf,plant,
flora,flowering,flore,fleurissant,200,5,Anacardiaceae,,,50044,,,2011,,tree sp.,arbre sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lannea fruticosa,,A144,like L. humilis,plant,
flora,flowering,flore,fleurissant,200,5,Anacardiaceae,,,50045,,,2011,,tree sp.,arbre sp.,,dórúbâ:y,,,,,,,,,,,,,,,,,,,,,kùrà-[sɔ́lmbɛ́-ŋgó]\\kùrɛ̀-sɔ́lmbɛ́ (Adia dialect),,,,,,,,,,,,,kòmpé,,Lannea humilis,,A145,small tree; like L. fruticosa,plant,2004_350
flora,flowering,flore,fleurissant,200,5,Anacardiaceae,,,50046,,,2011,,wild grape ree,raisin sauvage (arbre),,cíwá,kùrô:,kùrô:,kùrô,,cíwɛ́,kìrɛ́,kíwɛ́,,sǎⁿ,sá:,sá:,sá:,sá:ⁿ,sa᷈:ⁿ,,sáá,sáá xxx[tone],kúrɛ́:,kùrá,kùdà,kùrâ:\\kùrɛ̂:,kúrá (Boui),sáná,sáná,sánà,sánà,kúrɛ̀,sànà,,"pɔ̀rⁿɔ̀mɔ́ (SE), pɔ́rmɔ́ (JH 05)",,,fàlf-ò,fǎlfà,,Lannea microcarpa,,A146,"fruit eaten and fermented as beer, oil pressed from pits",plant,
flora,flowering,flore,fleurissant,200,5,Anacardiaceae,,,50047,,,2011,,mango,mangue,,màŋgórò,màŋgórò,,,,"mǒŋgòrò [tone], mǎŋgòró",mǎŋgórò,máŋgòró,,máŋgóró,máŋgó:rò,máŋgó:rò,màŋgòró,máŋgóró,"màŋgòró: (fruit), màŋgòrò dû: (tree)",,màŋkóró ~ màŋgóró,màŋgóró (JH < Z),màŋkɔ́rɔ̀,máŋkòrò,máŋgòrò,màŋgórò\\màŋgérè,,,,màŋgòró,màŋgóró,má:ŋgórò,má:ŋgórò,,,,,máŋgór-ò,màŋgórò,,Mangifera indica,,A149,,plant (planted),
flora,flowering,flore,fleurissant,200,5,Anacardiaceae,,,50049,,,2011,,tree sp.,arbre sp.,,bìyⁿó,bǐ:ⁿ,bùyǒyⁿ,bì:yⁿɛ́,,bǐ:ⁿ,bìyⁿɛ́,bǐ:ⁿ,,bǐⁿ,bǐ:,bǐ:,bě:,bí:ⁿ,bi᷈:ⁿ,,bìyé,bìyé,bǐ:,bě:,bì:ⁿ,bì:-ŋgó\\bǐ:,bíyó (Boui),mɔ́jɔ̀,mɔ́jɔ̀,múyⁿà,múyⁿà,mójjà,mɔ̀jjà,,"túⁿ (SE, JH 05)",,,dì:n-ò,dìnɛ́y,,Sclerocarya birrea,,A153,"fruits sucked, oil pressed from pits",plant,
flora,flowering,flore,fleurissant,200,5,Anacardiaceae,,,50050,,,2011,,tree sp.,arbre sp.,,,í-ʔɛ̌wⁿrⁿɛ̀,ɛ́-ɛ̀mírⁿɛ̀,ɛ̀rⁿì-yɛ̀rⁿî,,í-ɛ̀rⁿɛ́wⁿɛ̀,ɛ́ⁿ-ɛ́mnɛ̀,,,,ɛ́:rⁿɛ̂,,,xxx,,,è:níyé,ómógó xxx[verify],ɛ̀níyɔ̀ⁿ,ɛ̀:níyà,ɛ̀:rⁿɛ̀,ɛ̀níyɛ̀-ŋgò\\ɛ̀níyɛ̀,tɛ́lmá (Boui),sá:njá,,sǎ:njà,sá:njà,tɛ́nì,,,žíyé (JH 05),,,,sɔ́:rɛ̌y,,Spondias mombin,,A154,clustered fruits eaten (yellow when ripe),plant,
flora,flowering,flore,fleurissant,200,5,Annonaceae,,,50051,,,2011,,tree sp. (custard-apple),arbre sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ʔànnàsá:rá-wòŋgú (""white.person-Diospyros"")",,Annona reticulata,,,planted; sugary fruit eaten,plant (planted),
flora,flowering,flore,fleurissant,200,5,Annonaceae,,,50052,,,2011,,tree sp.,arbre sp.,,,,kúrúm-kɔ̀ndɔ́,dɔ̀gɔ̀rɔ̀-kɔ̀ndɔ̂,,,ànsà:rà ǒw,,,àŋkɔ́:nɔ́,,,,jàⁿkɔ̀ʔɔ̀nɔ́,jàⁿkɔ́:nɔ̂:,,gɔ̀ndɔ̀-gòɲjó,"gɔ̀ndɔ̀-gòɲjó (""pull.off-Hexalobus"")",,,,tìyà-gɔ́ndɛ́ (Mougui),òndòŋ-gúnjú (Boui),,,,,ʔòndó-ŋ-kòlì (Bambara màndè-sùⁿsúⁿ),,,dùnjù ɲóⁿ (JH 05 but cf. Terminalia),,,,"kúrúm-kɔ̂ndɔ̂ (""Tellem-Ficus.sur"")",,Annona senegalensis,,A155,fruits eaten,plant,
flora,flowering,flore,fleurissant,200,5,Annonaceae,,,50053,,,2011,,tree sp. (sugar-apple),arbre sp. (pomme cannelle),,,,,,,,,,,sùⁿ-súⁿ,,,tùbà:gú ànjù-kòmmò,ʔànàsàrà-jàⁿkɔ̀ʔɔ̀nɔ́,ànàsà:ràⁿ jàⁿkɔ́:nɔ́,,ànàsààrà-à:gúlú,"òlù-ààgúlú (""outback-Diospyros"")","tú:bà:gù kùŋ-kùⁿ (""white.person's ..."")",,,,ɛ̀mbɛ̀ⁿ-kóyè (Boui),,,,,,,,,,,,,,Annona squamosa,,A156,planted; fruits eaten,plant (planted),
flora,flowering,flore,fleurissant,200,5,Annonaceae,,,50054,,,2011,,tree sp.,arbre sp.,,,,,sùmàŋà-bìrⁿá,,cèŋálà (Fombori),,,,kɔ́ɲɔ́rⁿɔ́,gòɲɔ́,,gònjó,gùʔùnjé,gùŋùⁿjê:,,gòɲjó,"gònjó, gòɲjò bánú (""... red"")",gònjó,àrⁿà-gòmdó,àrⁿà-gùmzò,gùjúmbélé (Mougui),"gùnjù (Boui, Tanga)",búnjúŋ,,gúnjúm,gúnju:ⁿ,kùnjù,gúnjúm,,dúnjú (JH 05),,,,kɛ́ndírɛ́,,Hexalobus monopetalus,,A157,fruits eaten; photo of fruit cluster confusable with Cola laurifolia,plant,
flora,flowering,flore,fleurissant,200,5,Annonaceae,,,50055,,,2011,,calabash nutmeg (spice),épice sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monodora myristica,,,seeds imported for sale,plant (imported),
flora,flowering,flore,fleurissant,200,5,Annonaceae,,,50056,,,2011,,tree sp.,arbre sp.,,,,"sìwⁿǎyⁿ (not seen, rare locally, equated with TSK sibaa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sì:bá,,Uvaria chamae,,A158,"not seen, reported Kikara",plant,
flora,flowering,flore,fleurissant,200,5,Annonaceae,,,50057,,,2011,,grains of Selim,épice sp.,,,,,,,pɛ̀-díŋɛ́,pɛ̀-díŋɛ́,,,pɛ̀-díŋɛ́,pɛ̀-dúŋɔ́,pɛ̀-díŋɛ̀,pɛ̀:díŋɛ̀,pyɛ̀ⁿ-jìŋgá,pyɛ̀-jíŋgâ:,,pɛ̀ɛ̀díŋé,pɛ̀ɛ̀díŋé [JH < Z],pɛ́díŋɛ̀,pɛ̀-díŋé,,,,,,pérà,pérà,gìlɛ́,kwé:,,,,,"gílê:, wà:kónd-ò",,,Xylopia aethiopica,,,carpels imported for sale,plant (imported),
flora,flowering,flore,fleurissant,200,5,Apiaceae,,,50059,,,2011,,spice sp.,épice sp.,,, àrgà-púnò ,,,,àrgà-púnò,àrgà-púnò,,,àrgà-pùrⁿú,àlgàmírì,xxx,sídìgì,,,,àrkàmínà,àrkàmínà [JH < Z],,,,,,,,tùdùgú,tùdùgú,sìntùgú,,,,,,àlkà:fún-ò,ʔàlkàfûn  ʔàlkà:fu᷄n,,Ammodaucus leucothricus,,,"cultivated, seeds sold for tea condiment",plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Apiaceae,,,50060,,,2011,,cuminseed,cumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuminum cyminum,,,"cultivated, seeds sold for cooking (Songhay)",plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Apiaceae,,,50061,,,2011,,carrot,carotte,,,,,,,,ànàsà:rà gǒ:rò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daucus carota,,,cultivated,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Apiaceae,,,50062,,,2011,,anise,anisette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pimpinella anisum,,,"cultivated, seeds sold for cooking (Songhay)",plant (cultivated),
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Apocynoideae",,,50063,,,2011,,tree sp.,arbre sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,twe:-twe:,tòyé:ⁿ twê:,,,,,,,,nà:gì,,Baissea multiflora,,A163,Kikara specimen,plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Apocynoideae",,,50064,,,2011,,scrambling shrub sp.,arbuste sarmenteux sp.,,,,kàmànɛ̀ŋɛ́,kà:mbà-kɛ̂: xxx[tone],,,"bòlòbàlà tɛ̀ŋɛ̀rⁿɛ́, kɛ́m-sìsî:",,,,,,kɛ̂y,hwélíⁿ,còmból-î:ⁿ,,nónóm-dɔ̀gɔ̀pìyà,nónón-dɔ̀gɔ̀pìɛ̀ xxx[verify],"kɛ́wɔ̀:, kàmbú-tìŋìnɔ̀",dɔ̀gɔ̀-níndɛ̀,,,pùndá-sàmà (Boui),,,,,,,,pàmpàⁿɛ́ⁿ (SE),,,,,,Strophanthus sarmentosus,,A169,"Nanga area and points south, formerly arrow poison (Burkina)",plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,50065,,,2011,,shrub sp.,calotropis (arbuste),,sé:kěy (perhaps < HS),gù:-gǔ:,gù:-gú: [tone],"sàbòmbô, sàpòmbô",,pǒw,pù-púlùm,pù-pûn,,pùⁿ-púⁿ [tone],pòbú,pòbú,pùm-pûŋ,hù-hú,fù-fú:,,ànà-pòbó,"ànà-pòbó (""rain-prevent"")",póbé:,pú-pùmgò,pùmbûm,nàmbà-[dǎ:-gò]\\nàmbà-dǎyè (cf. dǎ: gwé '[sth] break into pieces'),pùmùnú (Boui),pùbé,púbé,bàmbá-pòy,bámbá pôy,pòm-pó:mbè,pògúⁿ-pògùⁿ ~ pògú-pògú,,pɔ́rɔ́mpɔ́rɔ́ⁿ (JH 05),,,sé:g-ò,gùgùbú,,Calotropis procera,,A180,"large leaves, milky latex, planted by roads",plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,,,,2011,,trailing vine with edible potato-like tuber,plante herbacée rampante à tubercule comestible,,,,,,,,,,,,,,,,,,,,yàmùnà-yɛ̀ndɛ́,,,,,,,,,,,,,,,,,,Ceropegia sp.,,,"small edible ""potato""",plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,50066,,,2011,,liana sp.,liane sp.,,tòlòbèté,,,,,,,,,,,,,,,,,,,,,"[mɛ̀lɛ̀gɛ̀-mbò]-[dùr-ŋgó]\\-dùré (""spirits-Ceiba"")",,,,,,,,,,,,,séwré-kúrè,,Cynanchum hastifolium,,,foliage easily confused with Leptadenia hastata,plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,50074,,,2011,,vine sp.,plante rampante sp.,,,,bútúlá,"kɔ̀rɔ̀ mámyɛ́-mì (""neck tilted,"" cf. màmí→ 'tilted', sore necks are treated by wrapping stems around it)",,"dùŋ-kɔ̀rⁿî:ⁿ (""elephant-intestine"")",,,,,,,,"yàrà-kwɛ̀lɛ́ᶰ (""lion-intestine"")",,,,"kɔ̀gɔ̀lɔ̀-màmú (""shoulder.area twisted"")",kɔ̀lɔ̀-gɔ́nnú,"kwà:-màmbá òè (""neck-disease's medicine"")",kɔ̀lɔ̀-mǎm,"mɔ̀:-[píndɛ̀-ŋgò]\\mɔ̀:-píndɛ̀ (""neck-prop"")",kùlɛ̀-bàlíyè (Boui),,,kìmɛ́-pàjè,,,"gín-gè kɔ́:ŋgúlɛ̀ (""djinn-hair"")",,,,,,bútùlá,,Cynanchum viminale,Sarcostemma viminale,A184,spaghetti-like ,plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,50677,,,2011,,herb sp.,plante herbacée sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dùwéy, dùwéy hárù (""...male"")",,Glossonema boveanum subsp. boveanum,Glossonema boveanum,,wide leaf; mostly north of Dogon country,plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,50067,,,2011,,herb sp.,plante herbacée sp.,,,kàmàkɔ̀rɔ̀ árⁿà,,,,sí-sê:ⁿ,,,,sénjé (eaten as a quick snack in the bush),,,,,,,dɔ̀gɔ̀-nólú [also Xysmalobium],"dɔ̀gɔ̀ nólú (""Dogon give.birth"") [also Pergularia]",,kɛ́ndɛ̀mbɛ̀lɛ̀,,bármà sémbérè,,,,,,,,,,,,,,,Glossonema boveanum subsp. nubicum,Glossonema nubicum,,"2004.223, 2005.296, 2004.587; narrow leaf",plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,50068,,,2011,,vine sp.,plante rampante sp.,,kóŋgèy,kàmàkɔ̀rɔ́,kàmbà kòyⁿǒyⁿ,kàmà-kɔ̀rɔ́,,"lùwɔ̀-tǒ: (""edible.leaf-..."")",kàwⁿà-kɔ̀rɔ́,lùwɔ̀-tó:,,lùwɔ̀-tùwó,kàmkɔ̀lɔ́,kóŋó-tô:,kàmùkɔ̀lɔ́,"lùbà-cɛ́, lùbà-cɛ̀ yà:",lùbà-cî:,,kàmàŋkɔ̀lɔ́,"bìlɛ́ (esp. leaves JH < Z), kàmàkɔ̀lɔ́ (JH < Z), kàmàkɔ̀lɔ̀ yàá (JH < Z)",ànùŋkɔ́:lɔ̀,kòró,kàmàkɔ̀lɔ̀,ànjì-kòmílá-ŋgò\\ànjì-kɔ̀mílɛ̀,"ànkó:lè (Boui), ànkò:lè yé (Boui, ""... female""), à:nì-kó:lò (Tanga)",kámbékɔ́lɔ̀,kámá:ⁿ kɔ́lɔ̀,kàmbé-kɔ̀rɔ̀,kámbé kɔ́rɔ̀,sùlmbɔ̀,nɔ̀:mbùlà,,kómbíyó (JH 05),,,hàmb-ò,hànâm,,Leptadenia hastata,,A182,scrambling vine; fruits sucked,plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,50069,,,2011,,bush sp.,buisson sp.,,lɔ̀bàrⁿìyà-dígì:,cɛ̀pɛ̀l-sògó,sá:bêy,"bàrìyɛ̀-mɔ̌:, kàmà-kɔ̀rɔ̀ gùndá, tɛ̀bɛ̀rì-sògó",,"nùmò-bànà-mǔŋ (""hand-left-knot"")","kɛ̀pɛ̀l-sògó, nò:bàlàmǔyⁿ",lùwɔ̀-tò: àrⁿá,,lùwɔ̀-tùwò àrⁿá,sɛ́nɛ́-pèlêm,ìjú kòŋòtò:,kàmùkɔ̀lɔ̀ àná,,"bàlà-jìndè súsàríⁿ (""giant's whip"")",,kàmàŋkɔ̀lɔ̀ àná,"kàmàŋkɔ̀lɔ̀ àná (""... male""), kàmàkɔ̀lɔ̀ àná (JH < Z)","ànùŋkɔ̀:lɔ̀ ánà (""... male"")",kòrò-gùndɔ́,kàràgà-bɔ̀nɔ̀,ànjì-kòmìlà ánà,"ànkò:lè báná (Boui, ""... male"")",kámbékɔ́lɔ̀,,kàmbé-kɔ̀rɔ́ nàrà,kámbé kɔ́rɔ̀ nárà,"sùlmbɔ́ nòlò (""male"")","nɔ̀:mbùlà wálá (""... male"")",,kómbíyó (JH 05),,,sà:b-ò,"hìyèy-dó:bú (""marriage-joint"")",,Leptadenia pyrotechnica,,A183,"fruits sucked; leafless, looks like a grass from a distance",plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,50070,,,2011,,trailing vine sp.,plante rampante sp.,,sɛ̀ŋá-pùròpàgò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentatropis nivalis (cf.),,,det. uncertain,plant,"2004_383 Tabi (infertile), confirmed by photo '04"
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,50071,,,2011,,bush sp.,buisson sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gónd-ó fálf-ò (""snake's wild.grape"")",,,Pergularia daemia,,,ID uncertain,plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,50072,,,2011,,bush sp.,buisson sp.,,"fúnà-fúnà, púnà-púnà",pórúyǒm,hɛ́mpùlà,ɛ́m-bùlâ,,pòrûm,póryòm,pórùm,,ɛ́:ⁿ-pùlɔ̀,pɔ́lɛ̂:m,pɔ́rɛ̂:ᶰ,gùdù-pɔ́lɛ̀ⁿ,hwɛ̀líⁿ,gùfólì:ⁿ,,kɔ̀lɔ́lìyɛ̀m,"dɔ̀gɔ̀-nólú (""Dogon give.birth"") [also Xysmalobium/Glossonema)",pɔ́lî:m,ɛ́mbùlà,pɔ́lyám,"kɔ́lálíyɛ̀-ŋgò\\kɔ́lálíyɛ̀, kɔ̀lɛ́-ŋgó\\kɔ̀lɛ́ (tanning solution from this plant)",kóló (Boui),pɔ́líyɔ̀:ⁿ,pɔ́lyɔ́:ⁿ,kà:ró pòrùyàmì,kàró póróyámì,bò:sú,dóróm,,"pɔlíyàm (SE), bárɛ̀: (JH 05)",,,fúnà:-fún-à:,yánfúlà,,Pergularia tomentosa,,,used in depilating hides,plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,50073,,,2011,,bush sp.,buisson sp.,,"fùnà-fùnà àrá, pùnà-pùnà àrá",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pergularia tomentosa (variety),,,,plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Asclepiadoideae",,,50075,,,2011,,trailing vine sp.,plante rampante sp.,,ǎndàsírì,"jòlǒm-jórù (spcmn 2005_686 under study, 2005_342)",èndéndérù,kòndò-nò:rí,,sí-sɛ̂yⁿ (Fombori),jòlòm-jòrú,,,,,,,,,,dɔ̀gɔ̀-nólú [also Glossonema],"dɔ̀gɔ̀-nólú (""Dogon give.birth"") [also Pergularia]",gèlèŋgénjè,,"yɛ̀-sèlè cɛ́ɲɛ̀mbɛ̀lɛ̀ (""old.woman's ..."")",bàrmà-ónjí,ànìsɛ̂: (Boui),,,,,,,,m̀bìmbòrⁿé n jéwⁿè (JH 05),,,"gándá hàwr-ô (""ground's supper"")","mâwrí-wⁿá:nì (""fermented.roselle-..."")",,Xysmalobium heudelotianum,,,fruit eaten,plant,
flora,flowering,flore,fleurissant,200,5,"Apocynaceae, Periplocoideeae",,,50076,,,2011,,herb sp. with potato-like tuber,plante herbacée sp. à tubercule en forme de pomme de terre,,,kùrò-yî:,sìmtó:ró,kùrò-yî:,,"mɔ̀ŋɔ̀-sǒm (""...-horse"")",gɛ̀lɛ̀-kàrà-í:ⁿ,,,,,,yànná,sú:ⁿ,pánàgâ:,,yànná,yàná (JH < Z),yàmùnáŋ,,kùdà-sô:,"tòndòlò-dúgùlò:\\tòndòlò-dúgùlɛ̀: (2004_340), dàná (2004_341)","tágú-wò: (Boui), tàmiǹnà-ná:njà (Tanja)",ɲì:ná,,ɲéndà,,,ɔ́ŋgúlɛ́ (1 of 2),,"pɔ́rɔ́mɔ́ (JH 05), pɔ́:ⁿ (JH 05)",,,,hìnsǐm,,Raphionacme bingeri (cf.),,,"potato eaten; may really be, or may include, saplings of Lannea microcarpa",plant,
